#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
CD40	CCL2	1855654	1843055	ENSP00000361359	ENSP00000225831	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.518	0.518
IL19	IL23A	1852647	1843150	ENSP00000343000	ENSP00000228534	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.250	0.921
IL8	CCL4	1848852	1843996	ENSP00000306512	ENSP00000250151	0.000	0.000	0.000	0.000	0.196	0.576	0.000	0.725	0.898
CXCL12	CD40	1858332	1855654	ENSP00000379140	ENSP00000361359	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.534	0.534
CXCL9	CSF3	1854250	1843025	ENSP00000354901	ENSP00000225474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
CXCL12	TNFRSF11B	1858332	1847859	ENSP00000379140	ENSP00000297350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.420
TNF	CSF3	1860103	1843025	ENSP00000398698	ENSP00000225474	0.000	0.000	0.000	0.000	0.065	0.000	0.000	0.565	0.575
CCL2	CSF3	1843055	1843025	ENSP00000225831	ENSP00000225474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.626	0.626
IL23A	CSF3	1843150	1843025	ENSP00000228534	ENSP00000225474	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.345	0.863
TNF	TNFRSF11B	1860103	1847859	ENSP00000398698	ENSP00000297350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.647	0.647
MMP3	CCL5	1848108	1847396	ENSP00000299855	ENSP00000293272	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.860	0.860
FOS	TNFRSF11B	1848822	1847859	ENSP00000306245	ENSP00000297350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.518	0.518
MMP1	TNFRSF11B	1850481	1847859	ENSP00000322788	ENSP00000297350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
CXCL2	CXCL9	1861702	1854250	ENSP00000427279	ENSP00000354901	0.000	0.000	0.000	0.861	0.000	0.000	0.900	0.740	0.910
CXCL2	CXCL6	1861702	1843085	ENSP00000427279	ENSP00000226317	0.000	0.000	0.000	0.873	0.108	0.000	0.900	0.751	0.915
CCL7	CCR10	1856894	1851480	ENSP00000367832	ENSP00000332504	0.000	0.000	0.000	0.000	0.000	0.564	0.800	0.089	0.913
MMP1	FOS	1850481	1848822	ENSP00000322788	ENSP00000306245	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.929	0.992
TNF	CCL4	1860103	1843996	ENSP00000398698	ENSP00000250151	0.000	0.000	0.000	0.000	0.153	0.000	0.000	0.660	0.700
TNFRSF6B	TNFSF8	1855152	1842989	ENSP00000359013	ENSP00000223795	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
CCL4	CCL2	1843996	1843055	ENSP00000250151	ENSP00000225831	0.000	0.000	0.000	0.850	0.079	0.000	0.900	0.817	0.915
CCL4	CCR7	1843996	1843829	ENSP00000250151	ENSP00000246657	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.765	0.951
MMP3	TNFRSF11B	1848108	1847859	ENSP00000299855	ENSP00000297350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.427	0.426
IL15RA	IL6	1857123	1844631	ENSP00000369312	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.071	0.806
CCR10	IL8	1851480	1848852	ENSP00000332504	ENSP00000306512	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.166	0.913
KIT	CCR7	1847112	1843829	ENSP00000288135	ENSP00000246657	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.457	0.457
CXCL12	CCR7	1858332	1843829	ENSP00000379140	ENSP00000246657	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.823	0.981
IL6	CSF3	1844631	1843025	ENSP00000258743	ENSP00000225474	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.810	0.960
CSF3	CCL3	1843025	1843010	ENSP00000225474	ENSP00000225245	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.561	0.561
CXCL9	CCR10	1854250	1851480	ENSP00000354901	ENSP00000332504	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.067	0.902
CXCL12	CXCL1	1858332	1858329	ENSP00000379140	ENSP00000379110	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.590	0.957
MMP3	IL6	1848108	1844631	ENSP00000299855	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.647	0.647
CCL8	CXCL6	1858210	1843085	ENSP00000378118	ENSP00000226317	0.000	0.000	0.000	0.000	0.096	0.000	0.000	0.503	0.531
CCR7	CXCL6	1843829	1843085	ENSP00000246657	ENSP00000226317	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.235	0.920
CXCL9	CCR7	1854250	1843829	ENSP00000354901	ENSP00000246657	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.508	0.948
CCL5	CXCL6	1847396	1843085	ENSP00000293272	ENSP00000226317	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.361	0.933
IL8	FOS	1848852	1848822	ENSP00000306512	ENSP00000306245	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.925	0.992
CXCL1	CCL4	1858329	1843996	ENSP00000379110	ENSP00000250151	0.000	0.000	0.000	0.000	0.114	0.000	0.000	0.719	0.741
PRLR	CSF3	1857467	1843025	ENSP00000371432	ENSP00000225474	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.151	0.822
CCL4	CCL3	1843996	1843010	ENSP00000250151	ENSP00000225245	0.000	0.000	0.000	0.962	0.493	0.576	0.900	0.947	0.977
CXCL1	CCR10	1858329	1851480	ENSP00000379110	ENSP00000332504	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.106	0.906
CXCL2	CCL3	1861702	1843010	ENSP00000427279	ENSP00000225245	0.000	0.000	0.000	0.000	0.084	0.000	0.000	0.635	0.651
CXCL2	IL8	1861702	1848852	ENSP00000427279	ENSP00000306512	0.000	0.000	0.000	0.875	0.000	0.000	0.900	0.608	0.907
KIT	CSF3	1847112	1843025	ENSP00000288135	ENSP00000225474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.700
CXCL2	CCL8	1861702	1858210	ENSP00000427279	ENSP00000378118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
CCL3	TNFSF8	1843010	1842989	ENSP00000225245	ENSP00000223795	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.456	0.456
TNF	CXCL12	1860103	1858332	ENSP00000398698	ENSP00000379140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.636	0.636
CD40	CCL4	1855654	1843996	ENSP00000361359	ENSP00000250151	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.587	0.588
FOS	CCL2	1848822	1843055	ENSP00000306245	ENSP00000225831	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.885	0.988
CXCL1	CSF3	1858329	1843025	ENSP00000379110	ENSP00000225474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.474	0.474
CCL7	CXCL9	1856894	1854250	ENSP00000367832	ENSP00000354901	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.582	0.582
TNF	CXCL6	1860103	1843085	ENSP00000398698	ENSP00000226317	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.764	0.764
MMP1	IL6	1850481	1844631	ENSP00000322788	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.928	0.928
TNF	MMP3	1860103	1848108	ENSP00000398698	ENSP00000299855	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.750	0.750
CD40	KIT	1855654	1847112	ENSP00000361359	ENSP00000288135	0.000	0.000	0.000	0.000	0.000	0.064	0.000	0.502	0.513
PRLR	FOS	1857467	1848822	ENSP00000371432	ENSP00000306245	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.477	0.477
CCL8	CCR10	1858210	1851480	ENSP00000378118	ENSP00000332504	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.078	0.807
IL24	IL15RA	1857961	1857123	ENSP00000375795	ENSP00000369312	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
FOS	GHR	1848822	1843268	ENSP00000306245	ENSP00000230882	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.504
TNF	CXCL9	1860103	1854250	ENSP00000398698	ENSP00000354901	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.409	0.408
IL6	CCL3	1844631	1843010	ENSP00000258743	ENSP00000225245	0.000	0.000	0.000	0.000	0.078	0.000	0.000	0.517	0.535
MMP1	IL8	1850481	1848852	ENSP00000322788	ENSP00000306512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.649	0.649
CD40	IL6	1855654	1844631	ENSP00000361359	ENSP00000258743	0.000	0.000	0.000	0.000	0.069	0.000	0.000	0.941	0.943
CD40	FOS	1855654	1848822	ENSP00000361359	ENSP00000306245	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.561	0.561
CCL5	CCL4	1847396	1843996	ENSP00000293272	ENSP00000250151	0.000	0.000	0.000	0.931	0.119	0.000	0.900	0.875	0.913
CXCL9	CCL2	1854250	1843055	ENSP00000354901	ENSP00000225831	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.757	0.757
IL6	CCL2	1844631	1843055	ENSP00000258743	ENSP00000225831	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.962	0.962
CCL7	CCL4	1856894	1843996	ENSP00000367832	ENSP00000250151	0.000	0.000	0.000	0.879	0.112	0.000	0.900	0.685	0.914
TNF	FOS	1860103	1848822	ENSP00000398698	ENSP00000306245	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.914	0.914
CCR10	CCL3	1851480	1843010	ENSP00000332504	ENSP00000225245	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
CCL7	CCL3	1856894	1843010	ENSP00000367832	ENSP00000225245	0.000	0.000	0.000	0.879	0.085	0.000	0.900	0.722	0.912
CXCL12	CCL5	1858332	1847396	ENSP00000379140	ENSP00000293272	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.720	0.970
CCR10	CXCL6	1851480	1843085	ENSP00000332504	ENSP00000226317	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.101	0.906
CXCL1	IL6	1858329	1844631	ENSP00000379110	ENSP00000258743	0.000	0.000	0.000	0.000	0.076	0.000	0.000	0.581	0.596
CXCL12	CXCL9	1858332	1854250	ENSP00000379140	ENSP00000354901	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.581	0.956
CXCL9	CCL3	1854250	1843010	ENSP00000354901	ENSP00000225245	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.738	0.738
CCR7	CCL2	1843829	1843055	ENSP00000246657	ENSP00000225831	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.500	0.895
CXCL12	CSF3	1858332	1843025	ENSP00000379140	ENSP00000225474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.923	0.923
CCR10	CCL4	1851480	1843996	ENSP00000332504	ENSP00000250151	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.060	0.803
CXCL2	CCL2	1861702	1843055	ENSP00000427279	ENSP00000225831	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.927	0.927
PRLR	IL19	1857467	1852647	ENSP00000371432	ENSP00000343000	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
IL8	IL6	1848852	1844631	ENSP00000306512	ENSP00000258743	0.000	0.000	0.000	0.000	0.169	0.000	0.000	0.980	0.983
CXCL2	CCR10	1861702	1851480	ENSP00000427279	ENSP00000332504	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.052	0.901
CCL7	CCL5	1856894	1847396	ENSP00000367832	ENSP00000293272	0.000	0.000	0.000	0.833	0.000	0.000	0.900	0.744	0.912
CXCL12	CCR10	1858332	1851480	ENSP00000379140	ENSP00000332504	0.000	0.000	0.000	0.000	0.000	0.576	0.900	0.283	0.966
KIT	IL6	1847112	1844631	ENSP00000288135	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.648	0.648
CXCL9	IL23A	1854250	1843150	ENSP00000354901	ENSP00000228534	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.090	0.905
TNF	CCL7	1860103	1856894	ENSP00000398698	ENSP00000367832	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.636	0.636
TNF	CCR7	1860103	1843829	ENSP00000398698	ENSP00000246657	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.624	0.624
IL8	TNFRSF11B	1848852	1847859	ENSP00000306512	ENSP00000297350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
CD40	CCL5	1855654	1847396	ENSP00000361359	ENSP00000293272	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.499
CXCL1	CCL3	1858329	1843010	ENSP00000379110	ENSP00000225245	0.000	0.000	0.000	0.000	0.084	0.000	0.000	0.703	0.716
FOS	IL6	1848822	1844631	ENSP00000306245	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.948	0.994
CCL7	CXCL6	1856894	1843085	ENSP00000367832	ENSP00000226317	0.000	0.000	0.000	0.000	0.096	0.000	0.000	0.452	0.483
PRLR	IL23A	1857467	1843150	ENSP00000371432	ENSP00000228534	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
IL15RA	IL23A	1857123	1843150	ENSP00000369312	ENSP00000228534	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.081	0.808
IL8	MMP3	1848852	1848108	ENSP00000306512	ENSP00000299855	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.581	0.581
TNF	CCL2	1860103	1843055	ENSP00000398698	ENSP00000225831	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.974	0.974
GHR	IL23A	1843268	1843150	ENSP00000230882	ENSP00000228534	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
CXCL12	CCL7	1858332	1856894	ENSP00000379140	ENSP00000367832	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.566	0.566
CXCL12	CCL3L3	1858332	1856854	ENSP00000379140	ENSP00000367605	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.443	0.443
TNFRSF11B	IL6	1847859	1844631	ENSP00000297350	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.722	0.722
CXCL1	CCR7	1858329	1843829	ENSP00000379110	ENSP00000246657	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.419	0.939
TNF	CCL8	1860103	1858210	ENSP00000398698	ENSP00000378118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.644	0.645
CXCL1	IL23A	1858329	1843150	ENSP00000379110	ENSP00000228534	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.270	0.923
CCL7	CCL2	1856894	1843055	ENSP00000367832	ENSP00000225831	0.000	0.000	0.000	0.963	0.148	0.000	0.900	0.755	0.913
IL15RA	IL19	1857123	1852647	ENSP00000369312	ENSP00000343000	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.070	0.806
CCR10	CCR7	1851480	1843829	ENSP00000332504	ENSP00000246657	0.000	0.000	0.000	0.866	0.000	0.575	0.900	0.381	0.957
CCL7	IL8	1856894	1848852	ENSP00000367832	ENSP00000306512	0.000	0.000	0.000	0.000	0.112	0.000	0.000	0.581	0.612
CXCL12	CCL4	1858332	1843996	ENSP00000379140	ENSP00000250151	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.752	0.752
TNF	KIT	1860103	1847112	ENSP00000398698	ENSP00000288135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.586	0.586
TNF	CXCL1	1860103	1858329	ENSP00000398698	ENSP00000379110	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.564	0.577
CXCL1	CCL8	1858329	1858210	ENSP00000379110	ENSP00000378118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.538	0.538
CCL5	CCL2	1847396	1843055	ENSP00000293272	ENSP00000225831	0.000	0.000	0.000	0.000	0.000	0.566	0.900	0.909	0.995
IL8	KIT	1848852	1847112	ENSP00000306512	ENSP00000288135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
CD40	TNFSF8	1855654	1842989	ENSP00000361359	ENSP00000223795	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.472	0.472
CCR10	CCL5	1851480	1847396	ENSP00000332504	ENSP00000293272	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.065	0.902
CD40	IL8	1855654	1848852	ENSP00000361359	ENSP00000306512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.583	0.583
TNF	TNFRSF6B	1860103	1855152	ENSP00000398698	ENSP00000359013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.514	0.514
CXCL9	CCL5	1854250	1847396	ENSP00000354901	ENSP00000293272	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.812	0.980
CCL7	IL6	1856894	1844631	ENSP00000367832	ENSP00000258743	0.000	0.000	0.000	0.000	0.112	0.000	0.000	0.390	0.435
IL6	CCR7	1844631	1843829	ENSP00000258743	ENSP00000246657	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.878	0.878
CCL4	CSF3	1843996	1843025	ENSP00000250151	ENSP00000225474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.509	0.509
IL8	CCL2	1848852	1843055	ENSP00000306512	ENSP00000225831	0.000	0.000	0.000	0.000	0.112	0.000	0.000	0.871	0.880
CXCL2	CXCL1	1861702	1858329	ENSP00000427279	ENSP00000379110	0.000	0.000	0.000	0.976	0.000	0.000	0.900	0.815	0.901
IL8	CCR7	1848852	1843829	ENSP00000306512	ENSP00000246657	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.561	0.954
CXCL12	CXCL6	1858332	1843085	ENSP00000379140	ENSP00000226317	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.502	0.948
CXCL12	IL6	1858332	1844631	ENSP00000379140	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.924	0.924
CCR7	CCL3	1843829	1843010	ENSP00000246657	ENSP00000225245	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.537	0.903
CCL5	CSF3	1847396	1843025	ENSP00000293272	ENSP00000225474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.561	0.561
CXCL1	CXCL9	1858329	1854250	ENSP00000379110	ENSP00000354901	0.000	0.000	0.000	0.832	0.000	0.000	0.900	0.727	0.912
CXCL12	MMP1	1858332	1850481	ENSP00000379140	ENSP00000322788	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.896	0.896
CCL5	CCL3	1847396	1843010	ENSP00000293272	ENSP00000225245	0.000	0.000	0.000	0.949	0.076	0.000	0.900	0.911	0.908
CD40	CCL3	1855654	1843010	ENSP00000361359	ENSP00000225245	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.431	0.431
CXCL12	MMP3	1858332	1848108	ENSP00000379140	ENSP00000299855	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.501	0.501
